推荐日,推荐排名,极度推荐排名,极度推荐分,涨停基因分,推荐度,代码,名称,推荐日收盘,T+1涨跌%,T+2累计%,T+3累计%,T+4累计%,T+5累计%,T+6累计%,5日最高涨幅%,5日最低涨幅%,6日最高涨幅%,6日最低涨幅%,首次≥3%,首次≥5%,首次≥8%,6日内涨停,6日涨停次数,6日内跌停,6日跌停次数,买入后6日最高涨幅%,买入后6日最低涨幅%,买入后首次≥8%,6日结果,T+1开盘买入,买入价,交易结果,持有交易日,卖出价,净收益%,第一止盈%,第二止盈%,软止损%,硬止损%,首止盈卖出仓位%,首次止盈日,最终清仓日,最高浮盈%,最大浮亏%,交易备注,原T+5收盘%
2025-11-25,1,1,88.7,50.5,63.9,002297,博云新材,9.16,-2.95,-1.86,0.22,6.33,6.44,6.55,10.26,-3.71,13.21,-3.71,T+4,T+4,T+4,否,0,否,0,13.21,-3.71,T+4,完整6日,是,9.16,移动止盈退出,4,9.74,4.47,3.0,6.0,-3.0,-6.0,50.0,T+4,T+4,10.26,-3.71,2025-11-27触发软止损预警；2025-12-01达到第一止盈：卖出50%；2025-12-01从峰值回撤约3.5%后退出,6.44
2025-11-26,1,1,81.3,53.5,40.8,603335,迪生力,6.22,0.0,0.8,0.96,0.8,-0.96,-2.89,8.52,-2.25,8.52,-3.54,T+3,T+5,T+5,否,0,否,0,8.87,-3.23,T+5,完整6日,是,6.2,移动止盈退出,5,6.16,0.98,3.0,6.0,-3.0,-6.0,50.0,T+3,T+5,8.87,-1.94,2025-12-01达到第一止盈：卖出50%；2025-12-03从峰值回撤约3.5%后退出,-0.96
2025-11-27,1,1,87.1,58.0,56.3,600232,金鹰股份,7.2,-0.56,-0.69,-0.56,-1.53,-1.53,-1.81,1.67,-3.06,1.67,-3.06,,,,否,0,否,0,2.38,-2.38,,完整6日,是,7.15,T+6收盘退出,5,7.09,-1.04,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.38,-2.38,5日内未触发关键退出信号,-1.53
2025-11-28,1,1,80.7,64.1,59.8,601956,东贝集团,7.19,-0.28,-0.97,-0.83,-1.25,-0.42,-0.56,0.7,-2.36,0.7,-2.36,,,,否,0,否,0,1.12,-1.96,,完整6日,是,7.16,T+6收盘退出,5,7.16,-0.2,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.12,-1.96,5日内未触发关键退出信号,-0.42
2025-12-01,1,1,84.8,65.3,64.3,600156,华升股份,9.18,-2.4,-4.68,-6.1,-6.21,-6.54,-4.79,-0.11,-7.41,-0.11,-8.28,,,,否,0,否,0,0.22,-7.98,,完整6日,是,9.15,T+6收盘退出,5,8.58,-6.43,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.22,-7.1,2025-12-03触发软止损预警；2025-12-04触发软止损预警；2025-12-05触发软止损预警；2025-12-08触发软止损预警,-6.54
2025-12-01,2,2,82.3,28.6,56.1,603128,华贸物流,5.94,-0.17,-0.34,-1.18,-0.34,-0.51,-1.35,0.17,-1.85,0.17,-1.85,,,,否,0,否,0,0.17,-1.85,,完整6日,是,5.94,T+6收盘退出,5,5.91,-0.71,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.17,-1.85,5日内未触发关键退出信号,-0.51
2025-12-02,1,1,86.3,56.3,65.5,002593,日上集团,6.15,-0.33,2.28,6.83,7.8,9.59,7.97,12.2,-2.28,12.2,-2.28,T+2,T+2,T+3,否,0,否,0,12.56,-1.96,T+3,完整6日,是,6.13,移动止盈退出,2,6.29,2.61,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,7.34,-1.96,2025-12-04达到第一止盈：卖出50%；2025-12-04从峰值回撤约2.8%后退出,9.59
2025-12-03,1,1,82.7,63.3,48.4,002658,雪迪龙,8.72,-1.38,0.11,0.57,-0.11,-0.92,0.0,1.15,-2.98,1.49,-2.98,,,,否,0,否,0,1.84,-2.65,,完整6日,是,8.69,T+6收盘退出,5,8.64,-0.78,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.5,-2.65,5日内未触发关键退出信号,-0.92
2025-12-04,1,1,76.2,70.4,53.7,002374,中锐股份,3.43,1.46,4.66,5.25,6.41,-2.62,7.0,15.74,-2.92,15.74,-2.92,T+2,T+2,T+4,是,1,否,0,16.76,-2.06,T+2,完整6日,是,3.4,强势止盈/清仓,2,3.6,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,8.24,-2.06,2025-12-08达到第一止盈：卖出50%；达到第二止盈,-2.62
2025-12-05,1,1,77.1,49.9,53.8,002546,新联电子,6.85,-0.15,0.58,0.0,-1.02,0.88,1.17,2.63,-1.31,2.63,-1.31,,,,否,0,否,0,1.88,-2.03,,完整6日,是,6.9,T+6收盘退出,5,6.91,-0.06,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.88,-2.03,5日内未触发关键退出信号,0.88
2025-12-10,1,1,82.4,69.7,53.3,000061,农产品,9.56,-3.45,-3.45,6.17,3.56,3.24,-1.46,10.15,-5.33,10.15,-5.33,T+3,T+3,T+4,是,1,否,0,10.73,-4.84,T+4,完整6日,是,9.51,强势止盈/清仓,3,10.08,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+3,6.73,-4.84,2025-12-11盘中达到第一止盈，但T+1不可卖；2025-12-12触发软止损预警；2025-12-15达到第一止盈：卖出50%；达到第二止盈,3.24
2025-12-11,1,1,81.6,62.5,39.5,603169,兰石重装,9.83,4.58,6.21,-0.92,-0.71,-2.14,1.73,9.36,-3.36,9.36,-3.36,T+1,T+1,T+2,否,0,否,0,10.26,-2.56,T+2,完整6日,是,9.75,强势止盈/清仓,2,10.71,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,10.26,-0.72,2025-12-12盘中达到第一止盈，但T+1不可卖；2025-12-15达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,-2.14
2025-12-17,1,1,86.7,67.8,41.8,002108,沧州明珠,4.85,-1.24,0.41,0.41,2.68,1.86,0.62,3.92,-1.86,3.92,-1.86,T+4,,,否,0,否,0,5.66,-0.21,,完整6日,是,4.77,首止盈后T+6退出,5,4.94,3.08,3.0,6.0,-3.0,-6.0,50.0,T+3,T+5,5.66,-0.21,2025-12-22达到第一止盈：卖出50%,1.86
2025-12-18,1,1,77.7,50.7,56.8,000558,天府文旅,5.36,1.68,-0.37,-2.8,-2.61,-2.8,-2.61,1.87,-3.73,1.87,-3.73,,,,否,0,否,0,1.68,-3.91,,完整6日,是,5.37,T+6收盘退出,5,5.21,-3.18,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.68,-3.91,2025-12-23触发软止损预警；2025-12-24触发软止损预警；2025-12-25触发软止损预警,-2.8
2025-12-19,1,1,77.0,44.9,55.8,603980,吉华集团,5.14,0.58,-0.58,-0.19,0.58,-0.39,0.0,1.17,-1.17,1.17,-1.36,,,,否,0,否,0,0.0,-2.5,,完整6日,是,5.2,T+6收盘退出,5,5.12,-1.74,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.0,-2.31,5日内未触发关键退出信号,-0.39
2025-12-22,1,1,79.0,76.0,60.4,600319,亚星化学,9.2,0.54,-0.33,-0.65,1.2,3.04,1.41,3.91,-2.17,4.13,-2.17,T+5,,,否,0,否,0,4.36,-1.96,,完整6日,是,9.18,首止盈后T+6退出,5,9.48,2.93,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,4.14,-1.96,2025-12-29达到第一止盈：卖出50%,3.04
2025-12-23,1,1,88.6,63.2,62.1,002578,闽发铝业,4.57,1.31,0.66,5.03,1.97,-0.66,-1.75,10.5,-3.5,10.5,-3.5,T+3,T+3,T+3,否,0,否,0,9.07,-4.75,T+3,完整6日,是,4.63,移动止盈退出,3,4.8,3.14,3.0,6.0,-3.0,-6.0,50.0,T+3,T+3,9.07,-2.81,2025-12-26达到第一止盈：卖出50%；2025-12-26从峰值回撤约3.5%后退出,-0.66
2025-12-24,1,1,82.6,62.0,70.3,002790,瑞尔特,9.05,-0.99,-2.32,-4.42,-6.63,-7.29,-6.96,2.21,-7.62,2.21,-7.62,,,,否,0,否,0,2.55,-7.32,,完整6日,是,9.02,结构止损退出,4,8.45,-6.52,3.0,6.0,-3.0,-6.0,50.0,,T+4,2.55,-6.54,2025-12-29触发软止损预警；2025-12-30触发软止损预警；2025-12-30收盘确认结构破坏,-7.29
2025-12-25,1,1,80.7,57.5,63.5,002301,齐心集团,7.8,-1.54,-2.69,-4.36,-1.54,0.51,0.26,1.54,-4.49,1.79,-4.49,,,,否,0,否,0,2.85,-3.5,,完整6日,是,7.72,T+6收盘退出,5,7.84,1.35,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.59,-3.5,2025-12-30触发软止损预警；2025-12-31触发软止损预警,0.51
2025-12-26,1,1,76.9,68.0,56.3,600981,苏豪汇鸿,3.33,-3.6,-4.8,-5.71,-5.41,-3.9,-3.3,-0.3,-6.91,-0.3,-6.91,,,,否,0,否,0,0.0,-6.63,,完整6日,是,3.32,T+6收盘退出,5,3.2,-3.81,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.0,-6.63,2025-12-30触发软止损预警；2025-12-31触发软止损预警；2026-01-05触发软止损预警；2026-01-06触发软止损预警,-3.9
2025-12-30,1,1,88.8,61.6,69.6,002519,银河电子,6.39,1.41,11.58,22.69,34.9,48.36,63.22,48.36,-1.25,63.22,-1.25,T+1,T+2,T+2,是,5,否,0,63.48,-1.1,T+2,完整6日,是,6.38,强势止盈/清仓,2,7.01,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,11.76,-1.1,2025-12-31盘中达到第一止盈，但T+1不可卖；2026-01-05达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,48.36
2026-01-06,1,1,79.9,67.8,50.0,002285,世联行,3.02,-2.98,0.66,1.99,0.33,-0.66,-1.66,4.3,-4.97,4.3,-4.97,T+2,,,否,0,否,0,5.35,-4.01,,完整6日,是,2.99,移动止盈退出,2,3.04,2.14,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,5.35,-4.01,2026-01-08达到第一止盈：卖出50%；2026-01-08从峰值回撤约2.8%后退出,-0.66
2026-01-07,1,1,89.7,57.0,65.8,002584,西陇科学,9.45,1.16,0.53,0.95,-2.75,-1.69,-0.42,3.92,-3.7,3.92,-3.7,T+1,,,否,0,否,0,2.72,-4.81,,完整6日,是,9.56,T+6收盘退出,5,9.29,-3.02,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.72,-4.81,2026-01-13触发软止损预警；2026-01-14触发软止损预警,-1.69
2026-01-08,1,1,79.5,70.4,50.8,600868,梅雁吉祥,3.53,0.57,10.76,9.07,9.35,15.3,11.33,20.4,-0.85,20.4,-0.85,T+2,T+2,T+2,是,1,否,0,20.06,-1.13,T+2,完整6日,是,3.54,强势止盈/清仓,2,3.89,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,10.45,-1.13,2026-01-12达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,15.3
2026-01-08,2,2,79.3,67.0,59.3,600981,苏豪汇鸿,3.29,1.82,2.13,-0.3,0.3,-1.52,-0.3,4.26,-2.13,4.26,-2.13,T+1,,,否,0,否,0,5.21,-1.23,,完整6日,是,3.26,移动止盈退出,3,3.28,1.61,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,5.21,-0.92,2026-01-09盘中达到第一止盈，但T+1不可卖；2026-01-12达到第一止盈：卖出50%；2026-01-13从峰值回撤约2.8%后退出,-1.52
2026-01-12,1,1,88.2,53.7,57.5,000017,深中华A,8.1,-0.62,-2.47,-4.69,-5.68,-3.95,-4.07,1.98,-7.16,1.98,-7.16,,,,否,0,否,0,1.98,-7.16,,完整6日,是,8.1,T+6收盘退出,5,7.78,-4.15,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.98,-7.16,2026-01-14触发软止损预警；2026-01-15触发软止损预警；2026-01-16触发软止损预警；2026-01-19触发软止损预警,-3.95
2026-01-12,2,2,84.2,53.3,50.3,002593,日上集团,6.07,-4.12,-4.94,-6.59,-5.27,-3.95,-5.11,0.16,-7.25,0.16,-7.25,,,,否,0,否,0,0.33,-7.1,,完整6日,是,6.06,结构止损退出,3,5.67,-6.64,3.0,6.0,-3.0,-6.0,50.0,,T+3,0.33,-7.1,2026-01-14触发软止损预警；2026-01-15触发软止损预警；2026-01-15收盘确认结构破坏,-3.95
2026-01-13,1,1,84.6,47.0,62.3,605500,森林包装,9.04,0.33,-0.33,-1.33,0.0,-0.22,0.44,1.22,-1.66,1.22,-1.66,,,,否,0,否,0,0.99,-1.88,,完整6日,是,9.06,T+6收盘退出,5,9.02,-0.64,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.99,-1.88,5日内未触发关键退出信号,-0.22
2026-01-19,1,1,81.8,51.5,70.4,002652,扬子新材,4.03,0.99,0.74,4.22,2.73,-0.25,0.0,5.46,-1.99,5.46,-2.98,T+3,T+4,,否,0,否,0,5.99,-2.49,,完整6日,是,4.01,移动止盈退出,5,4.02,1.42,3.0,6.0,-3.0,-6.0,50.0,T+3,T+5,5.99,-1.5,2026-01-20盘中达到第一止盈，但T+1不可卖；2026-01-22达到第一止盈：卖出50%；2026-01-26从峰值回撤约2.8%后退出,-0.25
2026-01-20,1,1,82.5,71.0,38.4,002256,兆新股份,3.76,1.06,2.13,4.52,3.46,2.13,0.8,6.38,-2.66,6.38,-2.66,T+3,T+3,,否,0,否,0,7.53,-1.61,,完整6日,是,3.72,强势止盈/清仓,3,3.94,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,7.26,-1.61,2026-01-22达到第一止盈：卖出50%；达到第二止盈,2.13
2026-01-22,1,1,85.4,52.5,80.3,601068,中铝国际,5.9,3.56,4.92,2.37,12.54,10.17,2.88,20.51,0.0,20.51,-0.85,T+1,T+1,T+4,是,1,否,0,20.1,-1.18,T+4,完整6日,是,5.92,强势止盈/清仓,2,6.28,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.42,-0.34,2026-01-23盘中达到第一止盈，但T+1不可卖；2026-01-26达到第一止盈：卖出50%；达到第二止盈,10.17
2026-01-23,1,1,87.0,54.4,80.5,600960,渤海汽车,5.56,-3.78,-3.6,-5.04,-6.47,-6.12,-9.71,0.72,-7.37,0.72,-9.71,,,,否,0,否,0,0.36,-10.04,,完整6日,是,5.58,T+6收盘退出,5,5.22,-6.65,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.36,-7.71,2026-01-27触发软止损预警；2026-01-28触发软止损预警；2026-01-29触发软止损预警；2026-01-30触发软止损预警,-6.12
2026-01-29,1,1,78.3,70.7,53.8,600179,安通控股,5.13,-1.56,-3.7,-1.36,-0.58,-3.9,-4.48,2.14,-5.07,2.14,-6.82,,,,否,0,否,0,2.14,-6.82,,完整6日,是,5.13,T+6收盘退出,5,4.93,-4.1,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.14,-5.07,2026-02-02触发软止损预警；2026-02-03触发软止损预警；2026-02-05触发软止损预警,-3.9
2026-02-03,1,1,84.0,48.5,51.6,002652,扬子新材,4.12,1.46,1.7,1.46,2.67,3.16,3.4,4.37,-0.97,5.1,-0.97,T+2,T+6,,否,0,否,0,5.61,-0.49,,完整6日,是,4.1,首止盈后T+6退出,5,4.25,3.13,3.0,6.0,-3.0,-6.0,50.0,T+2,T+5,4.88,-0.49,2026-02-05达到第一止盈：卖出50%,3.16
2026-02-04,1,1,90.0,56.9,66.9,600620,天宸股份,7.11,-1.13,-1.55,0.28,-0.84,-1.27,-3.94,2.67,-2.81,2.67,-4.22,,,,否,0,否,0,3.25,-3.68,,完整6日,是,7.07,移动止盈退出,3,7.13,1.72,3.0,6.0,-3.0,-6.0,50.0,T+3,T+3,3.25,-2.26,2026-02-09达到第一止盈：卖出50%；2026-02-09从峰值回撤约2.2%后退出,-1.27
2026-02-04,2,2,86.9,50.7,61.0,603617,君禾股份,7.81,-1.54,-0.77,0.9,0.64,-0.38,-1.02,1.28,-2.43,1.28,-2.43,,,,否,0,否,0,1.67,-2.06,,完整6日,是,7.78,T+6收盘退出,5,7.78,-0.2,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.67,-2.06,5日内未触发关键退出信号,-0.38
2026-02-05,1,1,88.7,59.5,77.9,000417,合百集团,8.65,-3.12,-3.35,-4.62,-4.05,-3.35,-7.17,-0.69,-6.13,-0.69,-7.17,,,,否,0,否,0,1.06,-5.53,,完整6日,是,8.5,T+6收盘退出,5,8.36,-1.85,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.06,-4.47,2026-02-10触发软止损预警；2026-02-11触发软止损预警；2026-02-12触发软止损预警,-3.35
2026-02-06,1,1,85.9,48.1,49.3,000809,和展能源,3.44,2.03,1.16,0.87,-0.87,-0.87,1.45,2.62,-1.16,2.62,-1.16,,,,否,0,否,0,1.73,-2.02,,完整6日,是,3.47,T+6收盘退出,5,3.41,-1.93,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.73,-2.02,5日内未触发关键退出信号,-0.87
2026-02-09,1,1,86.1,63.3,87.1,002909,集泰股份,7.53,-1.06,-1.2,-1.2,-1.33,0.66,2.39,1.46,-2.26,2.79,-2.26,,,,否,0,否,0,2.38,-2.65,,完整6日,是,7.56,T+6收盘退出,5,7.58,0.06,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.06,-2.65,5日内未触发关键退出信号,0.66
2026-02-09,2,2,83.3,64.8,69.1,002348,高乐股份,6.25,1.44,2.08,4.0,5.12,10.08,21.12,11.36,-0.48,21.12,-0.48,T+2,T+3,T+5,是,1,否,0,20.73,-0.8,T+5,完整6日,是,6.27,强势止盈/清仓,4,6.65,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,7.02,-0.8,2026-02-12达到第一止盈：卖出50%；达到第二止盈,10.08
2026-02-10,1,1,84.2,49.0,57.4,600794,保税科技,3.85,-0.78,-2.6,-3.64,-1.56,-0.78,7.27,0.0,-3.64,9.09,-3.64,T+6,T+6,T+6,否,0,否,0,9.09,-3.64,T+6,完整6日,是,3.85,T+6收盘退出,5,3.82,-0.98,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.0,-3.64,2026-02-13触发软止损预警；2026-02-24触发软止损预警,-0.78
2026-02-11,1,1,79.4,64.9,69.0,600281,华阳新材,6.28,-0.48,-3.34,0.8,3.82,2.23,7.48,4.78,-3.5,7.64,-3.5,T+4,T+6,,否,0,否,0,7.99,-3.19,,完整6日,是,6.26,首止盈后T+6退出,5,6.42,2.58,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,5.11,-3.19,2026-02-13触发软止损预警；2026-02-25达到第一止盈：卖出50%,2.23
2026-02-12,1,1,88.2,64.3,72.4,002266,浙富控股,4.96,-1.61,0.81,3.23,3.83,5.24,5.85,5.24,-2.02,6.65,-2.02,T+3,T+5,,否,0,否,0,7.52,-1.22,,完整6日,是,4.92,强势止盈/清仓,5,5.22,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+5,6.1,-1.22,2026-02-25达到第一止盈：卖出50%；达到第二止盈,5.24
2026-02-24,1,1,80.4,64.9,76.7,000670,盈方微,8.63,0.23,0.35,-0.12,-4.87,-11.01,-10.31,1.04,-11.12,1.04,-12.98,,,,否,0,否,0,1.4,-12.67,,完整6日,是,8.6,结构止损退出,5,7.68,-10.9,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.4,-10.81,2026-03-02触发软止损预警；2026-03-03触发软止损预警；2026-03-03收盘确认结构破坏,-11.01
2026-02-25,1,1,86.8,64.0,72.3,600981,苏豪汇鸿,3.46,-1.45,-0.58,-6.65,-9.83,-10.98,-8.67,0.29,-12.14,0.29,-12.14,,,,否,0,否,0,0.29,-12.14,,完整6日,是,3.46,结构止损退出,3,3.23,-6.85,3.0,6.0,-3.0,-6.0,50.0,,T+3,0.29,-6.94,2026-03-02触发软止损预警；2026-03-02收盘确认结构破坏,-10.98
2026-02-25,2,2,85.9,85.4,70.9,000981,山子高科,4.93,-0.2,0.61,-5.07,-6.09,-9.94,-8.11,2.43,-13.18,2.43,-13.18,,,,否,0,否,0,2.85,-12.83,,完整6日,是,4.91,结构止损退出,5,4.44,-9.77,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.85,-12.83,2026-03-02触发软止损预警；2026-03-03触发软止损预警；2026-03-04触发软止损预警；2026-03-04收盘确认结构破坏,-9.94
2026-02-25,3,3,84.0,70.7,80.8,601608,中信重工,7.91,0.88,0.13,-1.26,-7.08,-8.98,-7.21,1.77,-9.23,1.77,-9.23,,,,否,0,否,0,2.16,-8.88,,完整6日,是,7.88,结构止损退出,4,7.35,-6.93,3.0,6.0,-3.0,-6.0,50.0,,T+4,2.16,-7.11,2026-03-03触发软止损预警；2026-03-03收盘确认结构破坏,-8.98
2026-02-27,1,1,88.5,61.7,69.2,600382,广东明珠,9.16,-3.71,-6.88,-8.73,-6.11,0.55,-0.76,0.98,-9.93,0.98,-9.93,,,,否,0,否,0,1.65,-9.34,,完整6日,是,9.1,结构止损退出,2,8.53,-6.46,3.0,6.0,-3.0,-6.0,50.0,,T+2,0.0,-6.48,2026-03-03触发软止损预警；2026-03-03收盘确认结构破坏,0.55
2026-03-06,1,1,79.4,50.0,38.3,002172,澳洋健康,4.47,-2.24,-1.34,-2.91,-4.92,-4.47,-4.7,0.0,-5.59,0.0,-5.59,,,,否,0,否,0,1.82,-3.87,,完整6日,是,4.39,T+6收盘退出,5,4.27,-2.93,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.82,-3.87,2026-03-12触发软止损预警；2026-03-13触发软止损预警,-4.47
2026-03-09,1,1,86.3,49.8,38.1,603176,汇通集团,5.77,1.73,1.04,-0.69,-0.69,-1.21,-2.77,1.91,-1.56,1.91,-3.29,,,,否,0,否,0,0.68,-4.45,,完整6日,是,5.84,T+6收盘退出,5,5.7,-2.6,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.68,-2.74,5日内未触发关键退出信号,-1.21
2026-03-10,1,1,88.3,48.7,55.3,603617,君禾股份,7.73,0.65,-0.13,-0.65,0.52,-0.78,1.68,2.2,-1.29,2.2,-1.94,,,,否,0,否,0,1.54,-2.57,,完整6日,是,7.78,T+6收盘退出,5,7.67,-1.61,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.54,-1.93,5日内未触发关键退出信号,-0.78
2026-03-10,2,2,81.7,51.0,64.5,600586,金晶科技,6.5,-0.77,-2.0,-3.85,-6.62,-8.46,-10.0,0.77,-8.46,0.77,-11.08,,,,否,0,否,0,0.46,-11.35,,完整6日,是,6.52,结构止损退出,4,6.07,-7.1,3.0,6.0,-3.0,-6.0,50.0,,T+4,0.46,-7.67,2026-03-12触发软止损预警；2026-03-13触发软止损预警；2026-03-16触发软止损预警；2026-03-16收盘确认结构破坏,-8.46
2026-03-11,1,1,86.5,23.3,58.9,600551,时代出版,8.48,0.94,-0.47,0.35,0.47,-1.06,-0.83,1.06,-2.24,1.06,-2.24,,,,否,0,否,0,1.66,-1.66,,完整6日,是,8.43,T+6收盘退出,5,8.39,-0.67,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.66,-1.66,5日内未触发关键退出信号,-1.06
2026-03-12,1,1,84.2,49.3,56.8,000965,天保基建,3.99,0.5,0.75,1.0,-0.25,-3.01,-6.27,3.26,-3.51,3.26,-6.52,T+3,,,否,0,否,0,3.78,-6.05,,完整6日,是,3.97,移动止盈退出,4,3.98,1.43,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,3.78,-1.01,2026-03-17达到第一止盈：卖出50%；2026-03-18从峰值回撤约2.2%后退出,-3.01
2026-03-16,1,1,79.4,62.8,51.5,000952,广济药业,7.63,-2.23,-0.39,-4.72,-7.86,-13.76,-9.04,0.92,-14.55,0.92,-14.55,,,,否,0,否,0,0.92,-14.55,,完整6日,是,7.63,结构止损退出,4,7.03,-8.06,3.0,6.0,-3.0,-6.0,50.0,,T+4,0.92,-8.13,2026-03-19触发软止损预警；2026-03-20触发软止损预警；2026-03-20收盘确认结构破坏,-13.76
2026-03-17,1,1,80.0,73.2,53.5,600173,卧龙新能,7.92,-2.27,-3.79,-3.16,-5.56,-2.4,1.39,0.38,-7.7,3.54,-7.7,T+6,,,否,0,否,0,4.06,-7.23,,完整6日,是,7.88,T+6收盘退出,5,7.73,-2.1,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.89,-7.23,2026-03-19触发软止损预警；2026-03-20触发软止损预警；2026-03-23触发软止损预警；2026-03-24触发软止损预警,-2.4
2026-03-27,1,1,80.1,72.5,59.2,600676,久事动娱,7.64,-2.88,-2.09,-0.52,-1.7,-5.5,-2.36,1.18,-5.76,1.18,-5.76,,,,否,0,否,0,2.25,-4.76,,完整6日,是,7.56,T+6收盘退出,5,7.22,-4.7,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.25,-4.76,2026-04-03触发软止损预警,-5.5
2026-03-30,1,1,80.9,20.6,32.7,002391,长青股份,6.4,-2.66,-1.09,-3.12,-7.66,-1.56,-1.88,0.94,-8.75,0.94,-8.75,,,,否,0,否,0,1.25,-8.46,,完整6日,是,6.38,结构止损退出,4,5.91,-7.57,3.0,6.0,-3.0,-6.0,50.0,,T+4,1.25,-8.46,2026-04-02触发软止损预警；2026-04-03触发软止损预警；2026-04-03收盘确认结构破坏,-1.56
2026-03-31,1,1,86.2,32.7,29.7,600684,珠江股份,5.02,2.59,-5.18,-9.76,-7.37,-4.78,-6.37,2.99,-12.15,2.99,-12.15,,,,否,0,否,0,1.77,-13.19,,完整6日,是,5.08,结构止损退出,2,4.76,-6.5,3.0,6.0,-3.0,-6.0,50.0,,T+2,1.77,-7.09,2026-04-02触发软止损预警；2026-04-02收盘确认结构破坏,-4.78
2026-04-08,1,1,80.1,64.8,61.2,603077,和邦生物,2.87,4.53,2.79,4.18,4.88,2.79,4.53,7.32,-1.39,7.32,-1.39,T+1,T+1,,否,0,否,0,8.07,-0.7,T+1,完整6日,是,2.85,移动止盈退出,2,2.95,3.05,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,8.07,-0.7,2026-04-09盘中达到第一止盈，但T+1不可卖；2026-04-10达到第一止盈：卖出50%；2026-04-10从峰值回撤约3.5%后退出,2.79
2026-04-10,1,1,76.5,73.5,60.9,002256,兆新股份,3.87,2.33,9.3,6.98,7.24,6.2,9.56,10.85,-1.29,10.85,-1.29,T+1,T+2,T+2,否,0,否,0,11.43,-0.78,T+2,完整6日,是,3.85,强势止盈/清仓,2,4.23,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,11.43,-0.78,2026-04-13盘中达到第一止盈，但T+1不可卖；2026-04-14达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,6.2
2026-04-14,1,1,78.4,65.2,61.0,001258,立新能源,8.93,-2.02,-0.45,1.46,1.12,5.15,5.6,5.49,-3.58,8.06,-3.58,T+5,T+5,T+6,否,0,否,0,8.92,-2.82,T+6,完整6日,是,8.86,强势止盈/清仓,5,9.39,4.3,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,6.32,-2.82,2026-04-20达到第一止盈：卖出50%；达到第二止盈,5.15
2026-04-14,2,2,77.6,70.0,68.8,000539,粤电力A,5.61,-1.43,-0.53,1.78,3.57,13.9,16.76,13.9,-3.03,22.99,-3.03,T+4,T+4,T+5,是,1,否,0,23.66,-2.51,T+5,完整6日,是,5.58,强势止盈/清仓,5,6.13,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+5,14.52,-2.51,2026-04-17达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,13.9
