推荐日,推荐排名,推荐度,代码,名称,推荐日收盘,T+1涨跌%,T+2累计%,T+3累计%,T+4累计%,T+5累计%,T+6累计%,5日最高涨幅%,5日最低涨幅%,6日最高涨幅%,6日最低涨幅%,首次≥3%,首次≥5%,首次≥8%,6日内涨停,6日涨停次数,6日内跌停,6日跌停次数,买入后6日最高涨幅%,买入后6日最低涨幅%,买入后首次≥8%,6日结果,T+1开盘买入,买入价,交易结果,持有交易日,卖出价,净收益%,第一止盈%,第二止盈%,软止损%,硬止损%,首止盈卖出仓位%,首次止盈日,最终清仓日,最高浮盈%,最大浮亏%,交易备注,原T+5收盘%
2025-08-26,3,43.8,002564,天沃科技,8.08,-2.97,3.34,13.74,11.26,7.92,5.07,17.57,-3.09,17.57,-3.09,T+2,T+3,T+3,是,1.0,否,0.0,18.16,-2.61,T+3,完整6日,是,8.04,强势止盈/清仓,3,8.83,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,14.3,-2.61,2025-08-27盘中达到第一止盈，但T+1不可卖；2025-08-28达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,7.92
2025-08-26,4,43.7,002297,博云新材,9.42,-2.87,2.87,1.38,-0.96,-2.76,-8.28,4.78,-7.22,4.78,-8.7,T+3,,,否,0.0,否,0.0,4.89,-8.61,,完整6日,是,9.41,移动止盈退出,3,9.55,2.04,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,4.89,-7.12,2025-08-28达到第一止盈：卖出50%；2025-08-28触发软止损预警；2025-08-29从峰值回撤约2.2%后退出,-2.76
2025-08-29,1,42.0,605006,山东玻纤,8.41,-2.85,-2.14,-8.68,-9.63,-7.49,1.78,0.95,-11.3,1.78,-11.3,,,,是,1.0,否,0.0,3.76,-9.58,,完整6日,是,8.25,结构止损退出,3,7.68,-7.11,3.0,6.0,-3.0,-6.0,50.0,,T+3,2.91,-7.27,2025-09-03触发软止损预警；2025-09-03收盘确认结构破坏,-7.49
2025-08-29,2,24.7,600281,华阳新材,7.04,-2.13,2.41,-5.11,-9.23,-8.1,-7.53,5.82,-11.65,5.82,-11.65,T+2,T+2,,否,0.0,否,0.0,5.82,-11.65,,完整6日,是,7.04,移动止盈退出,2,7.21,2.51,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,5.82,-4.55,2025-09-02达到第一止盈：卖出50%；2025-09-02从峰值回撤约2.8%后退出,-8.1
2025-09-01,1,53.4,002562,兄弟科技,6.8,1.47,-2.65,-6.62,-4.71,-0.29,-2.35,2.94,-9.56,2.94,-9.56,,,,否,0.0,否,0.0,1.89,-10.48,,完整6日,是,6.87,T+6收盘退出,5,6.78,-1.51,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.89,-10.48,2025-09-03触发软止损预警；2025-09-04触发软止损预警；2025-09-05触发软止损预警；2025-09-08触发软止损预警,-0.29
2025-09-01,2,50.1,600828,茂业商业,4.15,0.24,5.54,15.66,7.47,6.99,12.29,15.66,-1.45,15.66,-1.45,T+2,T+2,T+3,否,0.0,否,0.0,16.22,-0.97,T+2,完整6日,是,4.13,强势止盈/清仓,2,4.38,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,8.47,-0.97,2025-09-03达到第一止盈：卖出50%；达到第二止盈,6.99
2025-09-02,1,35.5,002370,亚太药业,6.65,4.66,3.61,-3.01,-4.06,-4.96,-7.67,8.27,-6.77,8.27,-8.12,T+1,T+1,T+2,否,0.0,否,0.0,7.78,-8.53,,完整6日,是,6.68,移动止盈退出,2,6.89,2.87,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,7.78,-2.54,2025-09-03盘中达到第一止盈，但T+1不可卖；2025-09-04达到第一止盈：卖出50%；2025-09-04从峰值回撤约2.8%后退出,-4.96
2025-09-02,2,26.4,600798,宁波海运,4.01,-4.24,-4.74,-3.99,-1.25,-3.49,-3.24,0.75,-6.48,0.75,-6.48,,,,否,0.0,否,0.0,2.8,-4.58,,完整6日,是,3.93,T+6收盘退出,5,3.87,-1.73,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.8,-4.58,2025-09-04触发软止损预警；2025-09-05触发软止损预警,-3.49
2025-09-02,3,17.5,000953,中哲精化,7.47,-4.15,-5.89,-5.22,-4.28,5.35,5.35,5.35,-8.57,8.84,-8.57,T+5,T+5,T+6,是,1.0,否,0.0,9.27,-8.2,T+6,完整6日,是,7.44,首止盈后T+6退出,5,7.87,4.19,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,5.78,-8.2,2025-09-04触发软止损预警；2025-09-05触发软止损预警；2025-09-08触发软止损预警；2025-09-09达到第一止盈：卖出50%；2025-09-09触发软止损预警,5.35
2025-09-02,4,12.2,601279,英利汽车,4.19,-2.63,-2.39,0.48,2.15,3.58,4.06,3.82,-4.06,5.25,-4.06,T+5,T+6,,否,0.0,否,0.0,5.25,-4.06,,完整6日,是,4.19,首止盈后T+6退出,5,4.34,3.09,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,3.82,-4.06,2025-09-04触发软止损预警；2025-09-05触发软止损预警；2025-09-09达到第一止盈：卖出50%,3.58
2025-09-02,5,11.7,600448,华纺股份,3.44,2.03,0.87,1.16,1.74,1.16,4.36,7.56,-2.62,7.56,-2.62,T+1,T+1,,否,0.0,否,0.0,6.02,-4.01,,完整6日,是,3.49,T+6收盘退出,5,3.48,-0.49,3.0,6.0,-3.0,-6.0,50.0,,T+5,6.02,-4.01,2025-09-03盘中达到第一止盈，但T+1不可卖；2025-09-04触发软止损预警；2025-09-05触发软止损预警,1.16
2025-09-03,1,24.3,603980,吉华集团,5.4,0.93,0.93,1.11,4.07,2.96,2.59,6.3,-1.67,6.3,-1.67,T+1,T+4,,否,0.0,否,0.0,7.29,-0.75,,完整6日,是,5.35,强势止盈/清仓,4,5.67,4.3,3.0,6.0,-3.0,-6.0,50.0,T+4,T+4,7.29,-0.75,2025-09-04盘中达到第一止盈，但T+1不可卖；2025-09-09达到第一止盈：卖出50%；达到第二止盈,2.96
2025-09-04,1,43.0,600774,汉商集团,9.93,1.11,1.51,0.81,1.41,1.31,1.61,2.62,-3.22,2.62,-3.22,,,,否,0.0,否,0.0,3.35,-2.54,,完整6日,是,9.86,首止盈后T+6退出,5,10.06,2.31,3.0,6.0,-3.0,-6.0,50.0,T+3,T+5,3.35,-2.54,2025-09-09达到第一止盈：卖出50%,1.31
2025-09-04,2,32.9,605500,森林包装,9.7,0.0,1.86,6.19,5.67,6.91,4.02,10.1,-1.55,10.1,-1.55,T+3,T+3,T+5,否,0.0,否,0.0,10.79,-0.93,T+4,完整6日,是,9.64,强势止盈/清仓,3,10.22,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+3,7.37,-0.93,2025-09-09达到第一止盈：卖出50%；达到第二止盈,6.91
2025-09-05,1,49.7,002427,尤夫股份,7.3,0.41,-1.1,-1.1,-0.14,-1.1,-1.64,0.82,-2.33,0.82,-2.33,,,,否,0.0,否,0.0,1.24,-1.93,,完整6日,是,7.27,T+6收盘退出,5,7.22,-0.89,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.24,-1.93,5日内未触发关键退出信号,-1.1
2025-09-05,2,47.8,600117,西宁特钢,3.35,1.49,0.3,1.19,1.49,2.69,2.39,3.88,-0.6,3.88,-0.6,T+5,,,否,0.0,否,0.0,3.57,-0.89,,完整6日,是,3.36,首止盈后T+6退出,5,3.44,2.49,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,3.57,-0.89,2025-09-12达到第一止盈：卖出50%,2.69
2025-09-05,3,46.4,603065,宿迁联盛,8.68,0.81,0.81,0.12,0.23,-1.04,-1.61,1.73,-1.38,1.73,-2.07,,,,否,0.0,否,0.0,2.44,-1.39,,完整6日,是,8.62,T+6收盘退出,5,8.59,-0.55,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.44,-0.7,5日内未触发关键退出信号,-1.04
2025-09-05,4,42.7,600468,百利电气,6.46,2.32,0.46,-0.15,0.77,0.15,0.46,2.48,-2.01,2.48,-2.01,,,,否,0.0,否,0.0,2.48,-2.01,,完整6日,是,6.46,T+6收盘退出,5,6.47,-0.05,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.48,-2.01,5日内未触发关键退出信号,0.15
2025-09-05,5,39.1,000601,韶能股份,5.37,0.74,-0.93,-0.74,-0.74,-1.49,-2.23,1.49,-2.23,1.49,-2.61,,,,否,0.0,否,0.0,1.3,-2.79,,完整6日,是,5.38,T+6收盘退出,5,5.29,-1.87,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.3,-2.42,5日内未触发关键退出信号,-1.49
2025-09-08,1,57.9,603176,汇通集团,6.45,-1.09,-0.93,-0.16,0.0,-0.16,0.93,2.17,-2.33,2.17,-2.33,,,,否,0.0,否,0.0,2.01,-2.48,,完整6日,是,6.46,T+6收盘退出,5,6.44,-0.51,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.01,-2.48,5日内未触发关键退出信号,-0.16
2025-09-08,2,57.9,601279,英利汽车,4.28,1.4,1.87,1.64,0.23,2.57,3.74,5.14,-0.7,5.14,-0.7,T+2,T+5,,否,0.0,否,0.0,5.63,-0.23,,完整6日,是,4.26,移动止盈退出,4,4.29,1.65,3.0,6.0,-3.0,-6.0,50.0,T+2,T+4,3.52,-0.23,2025-09-10达到第一止盈：卖出50%；2025-09-12从峰值回撤约2.2%后退出,2.57
2025-09-08,3,52.7,002775,文科股份,4.4,-0.91,0.23,0.23,0.23,-0.68,0.23,1.14,-2.27,1.14,-2.27,,,,否,0.0,否,0.0,1.14,-2.27,,完整6日,是,4.4,T+6收盘退出,5,4.37,-0.88,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.14,-2.27,5日内未触发关键退出信号,-0.68
2025-09-08,4,51.7,601008,连云港,5.86,-2.39,-2.9,-2.56,-2.73,-1.88,0.17,-0.51,-4.1,1.54,-4.1,,,,否,0.0,否,0.0,2.06,-3.6,,完整6日,是,5.83,T+6收盘退出,5,5.75,-1.57,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.0,-3.6,2025-09-11触发软止损预警,-1.88
2025-09-08,5,48.9,002551,尚荣医疗,4.27,-1.64,-2.11,-0.47,-0.94,-1.41,1.17,0.94,-3.75,2.11,-3.75,,,,否,0.0,否,0.0,2.59,-3.29,,完整6日,是,4.25,T+6收盘退出,5,4.21,-1.14,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.41,-3.29,2025-09-11触发软止损预警,-1.41
2025-09-09,1,65.5,000510,新金路,5.38,1.49,0.0,-0.19,-0.56,-0.19,-1.67,1.67,-2.23,1.67,-2.23,,,,否,0.0,否,0.0,1.67,-2.23,,完整6日,是,5.38,T+6收盘退出,5,5.37,-0.39,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.67,-2.23,5日内未触发关键退出信号,-0.19
2025-09-09,2,51.4,002343,慈文传媒,8.48,0.94,-1.06,-0.83,-1.77,-2.59,0.59,2.48,-3.42,2.48,-3.42,,,,否,0.0,否,0.0,2.84,-3.08,,完整6日,是,8.45,T+6收盘退出,5,8.26,-2.45,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.84,-3.08,2025-09-16触发软止损预警,-2.59
2025-09-09,3,51.2,002201,九鼎新材,8.4,-1.43,1.19,-1.43,-2.5,-2.14,-3.33,1.43,-4.29,1.43,-4.29,,,,否,0.0,否,0.0,1.43,-4.29,,完整6日,是,8.4,T+6收盘退出,5,8.22,-2.34,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.43,-4.29,2025-09-15触发软止损预警；2025-09-16触发软止损预警,-2.14
2025-09-09,4,47.3,000514,渝开发,5.49,0.73,0.91,4.55,8.01,7.65,7.65,9.29,-1.64,9.29,-1.64,T+3,T+3,T+4,否,0.0,否,0.0,9.69,-1.28,T+4,完整6日,是,5.47,强势止盈/清仓,3,5.8,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+3,6.03,-1.28,2025-09-12达到第一止盈：卖出50%；达到第二止盈,7.65
2025-09-09,5,41.3,603017,中衡设计,9.79,0.41,0.82,0.51,0.82,1.02,2.25,1.63,-0.61,2.55,-0.61,,,,否,0.0,否,0.0,1.83,-1.32,,完整6日,是,9.86,T+6收盘退出,5,9.89,0.1,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.91,-1.32,5日内未触发关键退出信号,1.02
2025-09-10,1,44.8,002510,天汽模,6.96,-0.29,0.29,3.45,4.31,2.44,-0.43,5.6,-2.44,5.6,-2.44,T+3,T+3,,否,0.0,否,0.0,6.21,-1.88,,完整6日,是,6.92,强势止盈/清仓,3,7.34,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+3,6.07,-1.88,2025-09-15达到第一止盈：卖出50%；达到第二止盈,2.44
2025-09-10,2,31.3,000889,中嘉博创,3.57,1.12,-0.28,-1.68,-0.56,-2.24,-5.6,1.4,-2.8,1.4,-6.44,,,,否,0.0,否,0.0,1.69,-6.18,,完整6日,是,3.56,T+6收盘退出,5,3.49,-2.17,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.69,-2.53,5日内未触发关键退出信号,-2.24
2025-09-10,3,28.1,600800,渤海化学,3.98,-0.25,-0.25,-0.25,0.5,-1.01,-2.76,1.01,-2.26,1.01,-3.27,,,,否,0.0,否,0.0,1.01,-3.27,,完整6日,是,3.98,T+6收盘退出,5,3.94,-1.21,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.01,-2.26,5日内未触发关键退出信号,-1.01
